decision	ogid	ark	title	creator	reason
reject	albert-charles-daudet-1869-11-23	https://gallica.bnf.fr/ark:/12148/bpt6k2064267	Mémoires du duc de Luynes sur la Cour de Louis XV (1735-1758	Albert, Charles-Philippe d' (1695-1758). Auteur du texte	given-name mismatch
reject	lacroix-francis-1895-11-29	https://gallica.bnf.fr/ark:/12148/bpt6k9762172m	Un Professeur de rhétorique, notes et souvenirs sur M. le ch	Lacroix, Lucien (1855-1922). Auteur du texte	given-name mismatch
reject	lebrun-firmin-1802-02-27	https://gallica.bnf.fr/ark:/12148/bpt6k930790t	Souvenirs militaires 1866-1870 : préliminaires de la guerre,	Lebrun, Joseph (1809-1889). Auteur du texte	given-name mismatch
reject	lacretelle-jacques-1888-07-14	https://gallica.bnf.fr/ark:/12148/bpt6k97622274	Souvenirs du général Lacretelle (3e éd.) / publiés par Jacqu	Lacretelle, Charles Nicolas (1822-1891). Auteur du texte	given-name mismatch
reject	fabre-emile-1869-03-24	https://gallica.bnf.fr/ark:/12148/bpt6k63713785	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri (1823-1915). Auteur du texte	given-name mismatch
reject	fabre-ferdinand-1827-06-09	https://gallica.bnf.fr/ark:/12148/bpt6k63713785	Souvenirs entomologiques : études sur l'instinct et les moeu	Fabre, Jean-Henri (1823-1915). Auteur du texte	given-name mismatch
reject	fabre-emile-1869-03-24	https://gallica.bnf.fr/ark:/12148/bpt6k146098x	Souvenirs entomologiques... : études sur l'instinct et les m	Fabre, Jean-Henri (1823-1915). Auteur du texte	given-name mismatch
reject	fabre-ferdinand-1827-06-09	https://gallica.bnf.fr/ark:/12148/bpt6k146098x	Souvenirs entomologiques... : études sur l'instinct et les m	Fabre, Jean-Henri (1823-1915). Auteur du texte	given-name mismatch
accept	hermant-abel-1862-02-03	https://gallica.bnf.fr/ark:/12148/bpt6k828338	Souvenirs de la vie frivole : les spectacles de la rue, le b	Hermant, Abel (1862-1950). Auteur du texte	creator+year+memoir-title
accept	veuillot-louis-1813-10-11	https://gallica.bnf.fr/ark:/12148/bpt6k392051	Les français en Algérie : souvenirs d'un voyage fait en 1841	Veuillot, Louis (1813-1883). Auteur du texte	creator+year+memoir-title
reject	figuier-louis-1819-02-15	https://gallica.bnf.fr/ark:/12148/bd6t53938441c	Le Gardian de la Camargue, scènes et souvenirs des maremmes 	Figuier, Juliette (1829-1879). Auteur du texte	given-name mismatch
reject	raynal-paul-1885-07-25	https://gallica.bnf.fr/ark:/12148/bpt6k98181797	Mémoires historiques militaires et politiques de l'Europe, d	Raynal, Guillaume-Thomas (1713-1796). Auteur du texte	given-name mismatch
reject	dumesnil-rene-1879-06-19	https://gallica.bnf.fr/ark:/12148/bpt6k8709331p	Divers opuscules tirez des mémoires de M. Antoine Loisel, ..	Du Mesnil, Baptiste (1517-1569). Auteur du texte	given-name mismatch
reject	moreau-abel-1893-01-08	https://gallica.bnf.fr/ark:/12148/bpt6k6564112v	Mémoires pour servir à l'histoire de notre tems. Volume 1 / 	Moreau, Jacob-Nicolas (1717-1804). Auteur du texte	given-name mismatch
accept	houssaye-arsene-1814-03-28	https://gallica.bnf.fr/ark:/12148/bpt6k14139132	La confession de Caroline / Arsène Houssaye	Houssaye, Arsène (1814-1896). Auteur du texte	creator+year+memoir-title
reject	smith-tomaso-1886-06-15	https://gallica.bnf.fr/ark:/12148/bpt6k884520w	Frank, souvenirs d'une vie heureuse (3e édition) / par Mme P	Smith, Hannah Whitall (1832-1911). Auteur du texte	given-name mismatch
reject	simon-jules-1814-12-27	https://gallica.bnf.fr/ark:/12148/bpt6k54247480	Hier et aujourd'hui ou Souvenirs d'enfance du bon pays vendô	Simon, Édouard (1807-18..). Auteur du texte	given-name mismatch
reject	feydeau-georges-1862-12-08	https://gallica.bnf.fr/ark:/12148/bpt6k5544446x	Souvenirs d'une cocodette écrits par elle-même / [par Ernest	Feydeau, Ernest (1821-1873). Auteur du texte	given-name mismatch
reject	dumesnil-rene-1879-06-19	https://gallica.bnf.fr/ark:/12148/bpt6k6497479k	Corot : souvenirs intimes / par Henri Dumesnil ; avec un por	Dumesnil, Henri (1823-19..). Auteur du texte	given-name mismatch
reject	fabre-emile-1869-03-24	https://gallica.bnf.fr/ark:/12148/bpt6k15176531	Souvenirs entomologiques. Etudes sur l'instinct et les moeur	Fabre, Jean-Henri (1823-1915). Auteur du texte	given-name mismatch
reject	fabre-ferdinand-1827-06-09	https://gallica.bnf.fr/ark:/12148/bpt6k15176531	Souvenirs entomologiques. Etudes sur l'instinct et les moeur	Fabre, Jean-Henri (1823-1915). Auteur du texte	given-name mismatch
accept	janin-jules-1804-02-16	https://gallica.bnf.fr/ark:/12148/bpt6k103094m	Fontainebleau, paysages, légendes, souvenirs, fantaisies / p	Janin, Jules (1804-1874). Auteur du texte	creator+year+memoir-title
reject	bernard-charles-1804-02-25	https://gallica.bnf.fr/ark:/12148/bpt6k103094m	Fontainebleau, paysages, légendes, souvenirs, fantaisies / p	Bernard, Frédéric (1820-1868). Auteur du texte	given-name mismatch
reject	bernard-jean-1888-07-30	https://gallica.bnf.fr/ark:/12148/bpt6k103094m	Fontainebleau, paysages, légendes, souvenirs, fantaisies / p	Bernard, Frédéric (1820-1868). Auteur du texte	given-name mismatch
reject	bernard-tristan-1866-09-07	https://gallica.bnf.fr/ark:/12148/bpt6k103094m	Fontainebleau, paysages, légendes, souvenirs, fantaisies / p	Bernard, Frédéric (1820-1868). Auteur du texte	given-name mismatch
reject	desnoyers-louis-1802-02-23	https://gallica.bnf.fr/ark:/12148/bpt6k103094m	Fontainebleau, paysages, légendes, souvenirs, fantaisies / p	Desnoyers, Fernand (1828-1869). Auteur du texte	given-name mismatch
accept	houssaye-arsene-1814-03-28	https://gallica.bnf.fr/ark:/12148/bpt6k103094m	Fontainebleau, paysages, légendes, souvenirs, fantaisies / p	Houssaye, Arsène (1814-1896). Auteur du texte	creator+year+memoir-title
accept	tillier-claude-1801-04-11	https://gallica.bnf.fr/ark:/12148/bpt6k103094m	Fontainebleau, paysages, légendes, souvenirs, fantaisies / p	Tillier, Claude (1801-1844). Auteur du texte	creator+year+memoir-title
accept	vacquerie-auguste-1819-11-19	https://gallica.bnf.fr/ark:/12148/bpt6k103094m	Fontainebleau, paysages, légendes, souvenirs, fantaisies / p	Vacquerie, Auguste (1819-1895). Auteur du texte	creator+year+memoir-title
accept	monselet-charles-1825-04-30	https://gallica.bnf.fr/ark:/12148/bpt6k103094m	Fontainebleau, paysages, légendes, souvenirs, fantaisies / p	Monselet, Charles (1825-1888). Auteur du texte	creator+year+memoir-title
reject	le-bon-gustave-1841-05-07	https://gallica.bnf.fr/ark:/12148/bpt6k96819835	Souvenirs d'une ambassade extraordinaire au Japon / par M. l	Lebon, Georges (1845-1923). Auteur du texte	given-name mismatch
reject	faure-elie-1873-04-04	https://gallica.bnf.fr/ark:/12148/bpt6k65015844	Souvenirs du Nord, ou La guerre, la Russie et les Russes ou 	Faure, Raymond (1786-1850). Auteur du texte	given-name mismatch
reject	faure-gabriel-1877-05-15	https://gallica.bnf.fr/ark:/12148/bpt6k65015844	Souvenirs du Nord, ou La guerre, la Russie et les Russes ou 	Faure, Raymond (1786-1850). Auteur du texte	given-name mismatch
accept	hermant-abel-1862-02-03	https://gallica.bnf.fr/ark:/12148/bpt6k3410318j	Monsieur de Courpière marié (nouveaux souvenirs) : ouvrage i	Hermant, Abel (1862-1950). Auteur du texte	creator+year+memoir-title
accept	erckmann-emile-1822-05-20	https://gallica.bnf.fr/ark:/12148/bpt6k1228826	Souvenirs d'un ancien chef de chantier à l'isthme de Suez / 	Erckmann, Émile (1822-1899). Auteur du texte	creator+year+memoir-title
reject	faure-elie-1873-04-04	https://gallica.bnf.fr/ark:/12148/bpt6k5679771n	Souvenirs du Midi, ou l'Espagne telle qu'elle est sous ses p	Faure, Raymond (1786-1850). Auteur du texte	given-name mismatch
reject	faure-gabriel-1877-05-15	https://gallica.bnf.fr/ark:/12148/bpt6k5679771n	Souvenirs du Midi, ou l'Espagne telle qu'elle est sous ses p	Faure, Raymond (1786-1850). Auteur du texte	given-name mismatch
accept	le-goffic-charles-1863-07-14	https://gallica.bnf.fr/ark:/12148/bpt6k54612708	Poésies complètes : Amour breton, Le bois dormant, Le pardon	Le Goffic, Charles (1863-1932). Auteur du texte	creator+year+memoir-title
accept	marmier-xavier-1808-06-22	https://gallica.bnf.fr/ark:/12148/bpt6k10955124	Un été au bord de la Baltique et de la mer du Nord, souvenir	Marmier, Xavier (1808-1892). Auteur du texte	creator+year+memoir-title
reject	durand-oswald-1888-02-09	https://gallica.bnf.fr/ark:/12148/bpt6k6516674x	Mémoires sur Napoléon, l'impératrice Marie-Louise et la cour	Durand, Sophie (1772-1850). Auteur du texte	given-name mismatch
accept	claretie-jules-1840-12-03	https://gallica.bnf.fr/ark:/12148/bpt6k6365959v	La France envahie (juillet à septembre 1870) : Forbach et Se	Claretie, Jules (1840-1913). Auteur du texte	creator+year+memoir-title
accept	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k1172322k	Souvenirs et révélations. Histoire diplomatique de l'allianc	Daudet, Ernest (1837-1921). Auteur du texte	creator+year+memoir-title
reject	lefevre-frederic-1889-05-07	https://gallica.bnf.fr/ark:/12148/bpt6k63900131	Mémoires de l'Académie des sciences, inscriptions, belles-le	Lefèvre, André (1718-1768). Auteur du texte	given-name mismatch
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k5760097n	Essais sur la méthode sous-cutanée, comprenant deux mémoires	Guérin, Jules (1801-1886). Auteur du texte	given-name mismatch
reject	le-bon-gustave-1841-05-07	https://gallica.bnf.fr/ark:/12148/bpt6k6507577v	Souvenirs de l'armée de Metz : conférence faite au Cercle mi	Lebon, Georges (1845-1923). Auteur du texte	given-name mismatch
reject	bernard-charles-1804-02-25	https://gallica.bnf.fr/ark:/12148/bpt6k6583138b	Les d'Urfé souvenirs historiques et littéraires du Forez au 	Bernard, Auguste (1811-1868). Auteur du texte	given-name mismatch
reject	bernard-jean-1888-07-30	https://gallica.bnf.fr/ark:/12148/bpt6k6583138b	Les d'Urfé souvenirs historiques et littéraires du Forez au 	Bernard, Auguste (1811-1868). Auteur du texte	given-name mismatch
reject	bernard-tristan-1866-09-07	https://gallica.bnf.fr/ark:/12148/bpt6k6583138b	Les d'Urfé souvenirs historiques et littéraires du Forez au 	Bernard, Auguste (1811-1868). Auteur du texte	given-name mismatch
reject	lenormand-henri-1882-05-03	https://gallica.bnf.fr/ark:/12148/bpt6k6150597v	Anniversaire de la mort de l'impératrice Joséphine . Par Mll	Le Normand, Marie-Anne Adélaïde (1772-1843). Auteur du texte	given-name mismatch
accept	simon-jules-1814-12-27	https://gallica.bnf.fr/ark:/12148/bpt6k24328j	Souvenirs du 4 septembre : Origine et chute du Second Empire	Simon, Jules (1814-1896). Auteur du texte	creator+year+memoir-title
reject	ridder-alfons-1882-05-07	https://gallica.bnf.fr/ark:/12148/bpt6k1092638s	Le Chemin de fer belge, ou Recueil des mémoires et devis pou	Ridder, Gustave Nicolas Joseph de (1795-1862). Auteur du tex	given-name mismatch
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bpt6k6492071b	La bataille et la retraite de Leipzig : extrait des souvenir	Martin, Jacques (1794-1874). Auteur du texte	given-name mismatch
reject	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k6492071b	La bataille et la retraite de Leipzig : extrait des souvenir	Martin, Jacques (1794-1874). Auteur du texte	given-name mismatch
reject	petit-henri-1900-02-23	https://gallica.bnf.fr/ark:/12148/bpt6k6372455t	Louis Bertrand, souvenirs de Dijon : lecture faite à l'Acadé	Petit, Auguste (1808-1886). Auteur du texte	given-name mismatch
accept	fleuriot-zenaide-1829-10-28	https://gallica.bnf.fr/ark:/12148/bpt6k56853556	Papillonne : souvenirs de jeunesse d'un vieux campagnard (4e	Fleuriot, Zénaïde (1829-1890). Auteur du texte	creator+year+memoir-title
reject	launay-pierre-jean-1900-12-27	https://gallica.bnf.fr/ark:/12148/bpt6k374571q	Les sauvages Ba-Hnars (Cochinchine orientale) : souvenirs d'	Launay, Adrien (1853-1927). Auteur du texte	given-name mismatch
reject	schlumberger-jean-1877-05-26	https://gallica.bnf.fr/ark:/12148/bpt6k2413678	Les îles des princes ; Le palais et l'église des Blachernes 	Schlumberger, Gustave (1844-1929). Auteur du texte	given-name mismatch
reject	lecomte-georges-1867-07-09	https://gallica.bnf.fr/ark:/12148/bpt6k6387725j	Souvenirs de la campagne du Nord (1870-1871). Partie 1 / par	Lecomte, Maxime (1846-1914). Auteur du texte	given-name mismatch
accept	souvestre-emile-1806-04-15	https://gallica.bnf.fr/ark:/12148/bpt6k58428361	Souvenirs d'un vieillard, la dernière étape, par Émile Souve	Souvestre, Émile (1806-1854). Auteur du texte	creator+year+memoir-title
reject	moreau-abel-1893-01-08	https://gallica.bnf.fr/ark:/12148/bpt6k6546169q	Souvenirs de la Petite et de la Grande Roquette. Tome 1 / re	Moreau, Georges (1842-1897). Auteur du texte	given-name mismatch
reject	moreau-abel-1893-01-08	https://gallica.bnf.fr/ark:/12148/bpt6k379458r	Souvenirs de la Petite et de la Grande Roquette : recueillis	Moreau, Georges (1842-1897). Auteur du texte	given-name mismatch
accept	feval-paul-1816-09-29	https://gallica.bnf.fr/ark:/12148/bpt6k6365347k	Madame Gil Blas : souvenirs et aventures d'une femme de notr	Féval, Paul (1816-1887). Auteur du texte	creator+year+memoir-title
reject	lenormand-henri-1882-05-03	https://gallica.bnf.fr/ark:/12148/bpt6k1523498z	Les Souvenirs prophétiques d'une sibylle sur les causes secr	Le Normand, Marie-Anne Adélaïde (1772-1843). Auteur du texte	given-name mismatch
reject	moreau-abel-1893-01-08	https://gallica.bnf.fr/ark:/12148/bpt6k922465	Souvenirs d'un gouverneur de la Banque de France : histoire 	Moreau, É́mile (1868-1950). Auteur du texte	given-name mismatch
reject	morand-paul-1888-03-13	https://gallica.bnf.fr/ark:/12148/bpt6k1069698d	Mémoires sur la nature, les effets, propriétés, &amp; avanta	Morand, Jean-François-Clément (1726-1784). Auteur du texte	given-name mismatch
accept	curel-francois-1854-06-10	https://gallica.bnf.fr/ark:/12148/bpt6k5835757h	Théâtre complet. Tome 2 / François de Curel,... ; textes rem	Curel, François de (1854-1928). Auteur du texte	creator+year+memoir-title
accept	curel-francois-1854-06-10	https://gallica.bnf.fr/ark:/12148/bpt6k299292h	Théâtre complet : textes remaniés par l'auteur avec l'histor	Curel, François de (1854-1928). Auteur du texte	creator+year+memoir-title
reject	tardieu-charles-1838-02-09	https://gallica.bnf.fr/ark:/12148/bpt6k1161626	Les voyages à travers l'Europe et l'Afrique d'un archéologue	Tardieu, Ambroise (1840-1912). Auteur du texte	given-name mismatch
reject	leroy-beaulieu-anatole-1842-02-12	https://gallica.bnf.fr/ark:/12148/bpt6k1040267	Des causes qui influent sur le taux de l'intérêt et des cons	Leroy-Beaulieu, Paul (1843-1916). Auteur du texte	given-name mismatch
reject	guerin-andre-1899-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k36685w	La Terre sainte. [Première partie] : son histoire, ses souve	Guérin, Victor (1821-1891). Auteur du texte	given-name mismatch
reject	hermant-abel-1862-02-03	https://gallica.bnf.fr/ark:/12148/bpt6k1231918	Mémoires de Godefroi Hermant, docteur de Sorbonne, chanoine 	Hermant, Godefroi (1617-1690). Auteur du texte	given-name mismatch
reject	cohen-gustave-1879-12-24	https://gallica.bnf.fr/ark:/12148/bpt6k6257810c	Collection des meilleures dissertations, notices et traités 	Cohen, Jean (1781-1848). Auteur du texte	given-name mismatch
reject	cohen-joseph-1886-01-02	https://gallica.bnf.fr/ark:/12148/bpt6k6257810c	Collection des meilleures dissertations, notices et traités 	Cohen, Jean (1781-1848). Auteur du texte	given-name mismatch
reject	cohen-gustave-1879-12-24	https://gallica.bnf.fr/ark:/12148/bpt6k62575429	Collection des meilleures dissertations, notices et traités 	Cohen, Jean (1781-1848). Auteur du texte	given-name mismatch
reject	cohen-joseph-1886-01-02	https://gallica.bnf.fr/ark:/12148/bpt6k62575429	Collection des meilleures dissertations, notices et traités 	Cohen, Jean (1781-1848). Auteur du texte	given-name mismatch
accept	claretie-jules-1840-12-03	https://gallica.bnf.fr/ark:/12148/bpt6k6377216k	La canne de M. Michelet : promenades et souvenirs / Jules Cl	Claretie, Jules (1840-1913). Auteur du texte	creator+year+memoir-title
reject	sainte-beuve-charles-1804-12-23	https://gallica.bnf.fr/ark:/12148/bpt6k35406z	Souvenirs et indiscrétions. Le dîner du vendredi-saint (Nouv	Sainte-Beuve, Charles-Augustin (1804-1869). Auteur du texte	given-name mismatch
reject	raynal-paul-1885-07-25	https://gallica.bnf.fr/ark:/12148/bpt6k98188342	Mémoires historiques, militaires et politiques de l'Europe, 	Raynal, Guillaume-Thomas (1713-1796). Auteur du texte	given-name mismatch
accept	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k91293f	Daniel de Kerfons : confession d'un homme du monde / Ernest 	Daudet, Ernest (1837-1921). Auteur du texte	creator+year+memoir-title
reject	leblanc-maurice-1864-12-11	https://gallica.bnf.fr/ark:/12148/bpt6k82272h	Les voyages fameux du Sieur Vincent Le Blanc marseillois , q	Le Blanc, Vincent (1554-1640? ; voyageur marseillais). Auteu	given-name mismatch
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bpt6k64645s	Mélanges d'archéologie, d'histoire et de littérature : colle	Martin, Arthur (1801-1856). Auteur du texte	given-name mismatch
reject	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k64645s	Mélanges d'archéologie, d'histoire et de littérature : colle	Martin, Arthur (1801-1856). Auteur du texte	given-name mismatch
reject	reynaud-jean-1806-02-14	https://gallica.bnf.fr/ark:/12148/bpt6k63669773	Journal de marche du 27e mobiles, Isère : souvenirs de l'arm	Reynaud, Jean (1847-....). Auteur du texte	year mismatch (1847 vs 1806)
reject	allard-maurice-1860-05-01	https://gallica.bnf.fr/ark:/12148/bpt6k990734q	Souvenirs littéraires de l'institution de Notre-Dame-des-Cou	Allard, Julien S. (1815-1887). Auteur du texte	given-name mismatch
accept	daudet-ernest-1837-05-31	https://gallica.bnf.fr/ark:/12148/bpt6k64972134	Daniel de Kerfons : confession d'un homme du monde. Tome 1 /	Daudet, Ernest (1837-1921). Auteur du texte	creator+year+memoir-title
reject	faure-elie-1873-04-04	https://gallica.bnf.fr/ark:/12148/bpt6k5586669b	Souvenirs de la Roquette : au pied de l'échafaud / par l'abb	Faure, Jean-Baptiste (1833-1892). Auteur du texte	given-name mismatch
reject	faure-gabriel-1877-05-15	https://gallica.bnf.fr/ark:/12148/bpt6k5586669b	Souvenirs de la Roquette : au pied de l'échafaud / par l'abb	Faure, Jean-Baptiste (1833-1892). Auteur du texte	given-name mismatch
accept	feuillet-octave-1821-08-11	https://gallica.bnf.fr/ark:/12148/bpt6k6181267t	Les souvenirs de jeunesse : comédie mêlée de couplets, en qu	Feuillet, Octave (1821-1890). Auteur du texte	creator+year+memoir-title
reject	petit-henri-1900-02-23	https://gallica.bnf.fr/ark:/12148/bpt6k166669m	Mon voyage au Soudan français de Dakar (Sénégal), à Conakry 	Petit, André (1853-1936). Auteur du texte	given-name mismatch
reject	tardieu-charles-1838-02-09	https://gallica.bnf.fr/ark:/12148/bpt6k76971v	Question médico-légale de l'identité dans ses rapports avec 	Tardieu, Ambroise (1818-1879). Auteur du texte	given-name mismatch
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bpt6k5865119k	Relation concernant les événemens qui sont arrivés à Thomas 	Martin, Thomas (1783-1834 ; de Gallardon). Auteur du texte	given-name mismatch
reject	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k5865119k	Relation concernant les événemens qui sont arrivés à Thomas 	Martin, Thomas (1783-1834 ; de Gallardon). Auteur du texte	given-name mismatch
accept	janin-jules-1804-02-16	https://gallica.bnf.fr/ark:/12148/bpt6k55310040	La confession. Tome 1 / par l'auteur de "L'âne mort et la fe	Janin, Jules (1804-1874). Auteur du texte	creator+year+memoir-title
reject	lacroix-francis-1895-11-29	https://gallica.bnf.fr/ark:/12148/bpt6k56612411	Simples récits : Un valet d'autrefois ; Le secret de la conf	Lacroix, Paul (1806-1884). Auteur du texte	given-name mismatch
reject	margueritte-victor-1866-12-01	https://gallica.bnf.fr/ark:/12148/bpt6k9685218d	L'avril ; La confession posthume / Paul Margueritte ; illust	Margueritte, Paul (1860-1918). Auteur du texte	given-name mismatch
reject	durand-oswald-1888-02-09	https://gallica.bnf.fr/ark:/12148/bd6t57840026	Voyage au Sénégal, ou Mémoires historiques, philosophiques e	Durand, Jean-Baptiste-Léonard (1742-1812). Auteur du texte	given-name mismatch
reject	feydeau-georges-1862-12-08	https://gallica.bnf.fr/ark:/12148/bpt6k10575666	Souvenirs d'une cocodette (Édition non adoucie, illustrée d'	Feydeau, Ernest (1821-1873). Auteur du texte	given-name mismatch
reject	sainte-beuve-charles-1804-12-23	https://gallica.bnf.fr/ark:/12148/bpt6k97581741	Lettres et souvenirs d'enseignement d'Eugène Gandar, publiés	Sainte-Beuve, Charles-Augustin (1804-1869). Auteur du texte	given-name mismatch
reject	moreau-abel-1893-01-08	https://gallica.bnf.fr/ark:/12148/bpt6k1424941z	Mes souvenirs, par Jacob-Nicolas Moreau, né en 1717, mort en	Moreau, Jacob-Nicolas (1717-1804). Auteur du texte	given-name mismatch
reject	droz-gustave-1832-06-09	https://gallica.bnf.fr/ark:/12148/bd6t542084553	Mémoires pour servir à l'histoire de la ville de Pontarlier 	Droz, François-Nicolas-Eugène (1735-1805). Auteur du texte	given-name mismatch
reject	roux-francois-1897-03-09	https://gallica.bnf.fr/ark:/12148/bpt6k29598g	Édouard Schuré : son oeuvre et sa pensée / Alphonse Roux et 	Roux, Alphonse (1874-1937). Auteur du texte	given-name mismatch
accept	schure-edouard-1841-01-21	https://gallica.bnf.fr/ark:/12148/bpt6k29598g	Édouard Schuré : son oeuvre et sa pensée / Alphonse Roux et 	Schuré, Édouard (1841-1929). Auteur du texte	creator+year+memoir-title
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bpt6k61287531	Relation concernant les événemens qui sont arrivés à Thomas 	Martin, Thomas (1783-1834 ; de Gallardon). Auteur du texte	given-name mismatch
reject	martin-henri-1810-02-20	https://gallica.bnf.fr/ark:/12148/bpt6k61287531	Relation concernant les événemens qui sont arrivés à Thomas 	Martin, Thomas (1783-1834 ; de Gallardon). Auteur du texte	given-name mismatch
reject	leblanc-maurice-1864-12-11	https://gallica.bnf.fr/ark:/12148/bpt6k87030326	Les voyages fameux du Sieur Vincent Le Blanc marseillois, qu	Le Blanc, Vincent (1554-1640? ; voyageur marseillais). Auteu	given-name mismatch
reject	morand-paul-1888-03-13	https://gallica.bnf.fr/ark:/12148/bpt6k4220070g	Traité des accouchemens , contenant des observations importa	Morand, Sauveur-François (1697-1773). Auteur du texte	given-name mismatch
accept	paulhan-frederic-1856-04-21	https://gallica.bnf.fr/ark:/12148/bpt6k113274s	La fonction de la mémoire et le souvenir affectif / par Fr. 	Paulhan, Frédéric (1856-1931). Auteur du texte	creator+year+memoir-title
reject	paulhan-jean-1884-12-02	https://gallica.bnf.fr/ark:/12148/bpt6k113274s	La fonction de la mémoire et le souvenir affectif / par Fr. 	Paulhan, Frédéric (1856-1931). Auteur du texte	given-name mismatch
accept	reclus-elisee-1830-03-15	https://gallica.bnf.fr/ark:/12148/bpt6k326247c	Souvenir du 14 octobre : communication personnelle	Reclus, Élisée (1830-1905). Auteur du texte	creator+year+memoir-title
accept	houssaye-arsene-1814-03-28	https://gallica.bnf.fr/ark:/12148/bpt6k54424232	Les mille et une nuits parisiennes. La Confession de Carolin	Houssaye, Arsène (1814-1896). Auteur du texte	creator+year+memoir-title
reject	fuchs-helene-1893-01-04	https://gallica.bnf.fr/ark:/12148/bpt6k15050940	Étude de l'extrémité nord du bassin houiller d'Alais, conces	Fuchs, Edmond (1837-1889). Auteur du texte	given-name mismatch
reject	le-bon-gustave-1841-05-07	https://gallica.bnf.fr/ark:/12148/bpt6k5788916b	Mémoire sur les forestiers de Flandre	Lebon, Philippe Maurice (1770-1837). Auteur du texte	given-name mismatch
reject	perier-gaston-1879-02-07	https://gallica.bnf.fr/ark:/12148/bpt6k6410547k	Mémoire sur la machine de Marly	Périer, Jacques-Constantin (1742-1818). Auteur du texte	given-name mismatch
reject	durand-oswald-1888-02-09	https://gallica.bnf.fr/ark:/12148/bpt6k5462775c	Mémoire sur les fièvres intermittentes , par M. Durand,...	Durand, Jean Antoine (1745-1822). Auteur du texte	given-name mismatch
reject	perier-gaston-1879-02-07	https://gallica.bnf.fr/ark:/12148/bpt6k1265800m	Mémoire sur la machine de Marly. [Signé : Périer.]	Périer, Jacques-Constantin (1742-1818). Auteur du texte	given-name mismatch
reject	baillon-andre-1875-04-27	https://gallica.bnf.fr/ark:/12148/bpt6k11650812	Mémoire sur les loranthacées / par M. H. Baillon	Baillon, Henri (1827-1895). Auteur du texte	given-name mismatch
reject	audiat-pierre-1891-11-15	https://gallica.bnf.fr/ark:/12148/bpt6k54768401	Crazannes : souvenir du 19 mai 1874 / par Louis Audiat	Audiat, Louis (1832-1903). Auteur du texte	given-name mismatch
reject	silvestre-charles-1889-02-02	https://gallica.bnf.fr/ark:/12148/bpt6k5467922g	La gloire du souvenir : poème d'amour / Armand Silvestre	Silvestre, Armand (1837-1901). Auteur du texte	given-name mismatch
reject	belot-gustave-1859-08-07	https://gallica.bnf.fr/ark:/12148/bpt6k5785874h	L'Habitude et le souvenir, histoire parisienne / Adolphe Bel	Belot, Adolphe (1829-1890). Auteur du texte	given-name mismatch
reject	faure-elie-1873-04-04	https://gallica.bnf.fr/ark:/12148/bpt6k994304j	Mémoire sur les prairies artificielles , par E. L. Faure,...	Faure, Louis-Étienne (1759-1850). Auteur du texte	given-name mismatch
reject	faure-gabriel-1877-05-15	https://gallica.bnf.fr/ark:/12148/bpt6k994304j	Mémoire sur les prairies artificielles , par E. L. Faure,...	Faure, Louis-Étienne (1759-1850). Auteur du texte	given-name mismatch
reject	mignet-auguste-1796-05-08	https://gallica.bnf.fr/ark:/12148/bpt6k425213r	Outrage de la censure à la mémoire de Manuel	Mignet, François-Auguste Alexis (1796-1884). Auteur du texte	given-name mismatch
reject	moreau-abel-1893-01-08	https://gallica.bnf.fr/ark:/12148/bpt6k838027	Nouveau mémoire pour servir a l'histoire des Cacouacs	Moreau, Jacob-Nicolas (1717-1804). Auteur du texte	given-name mismatch
reject	simon-jules-1814-12-27	https://gallica.bnf.fr/ark:/12148/bpt6k5408023f	Mémoire sur les maladies scrofuleuses / par le Dr Léon Simon	Simon, Léon (1798-1867). Auteur du texte	given-name mismatch
accept	ribot-theodule-1839-12-18	https://gallica.bnf.fr/ark:/12148/bpt6k255891x	Les maladies de la mémoire (18e édition) / par Th. Ribot,...	Ribot, Théodule (1839-1916). Auteur du texte	creator+year+memoir-title
reject	belot-gustave-1859-08-07	https://gallica.bnf.fr/ark:/12148/bpt6k5619168f	Deux Femmes. L'Habitude et le souvenir. La Comtesse Emma / A	Belot, Adolphe (1829-1890). Auteur du texte	given-name mismatch
reject	martin-hans-1886-11-09	https://gallica.bnf.fr/ark:/12148/bpt6k5727116m	Échos d'une voix solitaire : souvenir de Pierre Martin,... à	Martin, Pierre (1793-1864). Auteur du texte	given-name mismatch
